,month,merchant_category,transactions,total_spent,avg_spent
3890,2012-12,7995,312,45968.17,147.3338782051282
3891,2012-12,7996,101,15377.66,152.25405940594058
3892,2012-12,8011,218,38826.52,178.10330275229356
3893,2012-12,8021,288,44979.33,156.17822916666668
3894,2012-12,8041,100,14541.71,145.4171
3895,2012-12,8043,149,18311.49,122.89590604026847
3896,2012-12,8049,74,11294.93,152.6341891891892
3897,2012-12,8062,39,25082.81,643.1489743589744
3898,2012-12,8099,113,10704.36,94.72884955752212
3899,2012-12,8111,61,34388.48,563.7455737704919
3900,2012-12,8931,21,3548.25,168.96428571428572
3901,2012-12,9402,905,13285.89,14.680541436464088
3902,2013-01,1711,20,2477.2,123.85999999999999
3903,2013-01,3000,39,28006.41,718.113076923077
3904,2013-01,3001,20,11906.68,595.3340000000001
3905,2013-01,3005,4,3453.54,863.385
3906,2013-01,3006,3,4829.97,1609.99
3907,2013-01,3007,1,889.98,889.98
3908,2013-01,3008,3,2438.2,812.7333333333332
3909,2013-01,3009,4,2429.76,607.44
3910,2013-01,3058,24,16542.15,689.25625
3911,2013-01,3066,20,15543.19,777.1595
3912,2013-01,3075,4,4062.19,1015.5475
3913,2013-01,3132,24,18590.17,774.5904166666666
3914,2013-01,3144,3,2012.44,670.8133333333334
3915,2013-01,3174,17,12620.96,742.4094117647059
3916,2013-01,3256,28,17497.62,624.915
3917,2013-01,3260,16,11793.11,737.069375
3918,2013-01,3359,78,5308.91,68.06294871794871
3919,2013-01,3387,76,3986.56,52.45473684210526
3920,2013-01,3389,75,4651.88,62.02506666666667
3921,2013-01,3390,49,2241.41,45.74306122448979
3922,2013-01,3393,61,4500.26,73.77475409836066
3923,2013-01,3395,41,4560.81,111.23926829268294
3924,2013-01,3405,33,2218.41,67.22454545454545
3925,2013-01,3504,104,6341.91,60.979903846153846
3926,2013-01,3509,93,8695.94,93.50473118279571
3927,2013-01,3596,95,8064.4,84.88842105263157
3928,2013-01,3640,150,11687.37,77.9158
3929,2013-01,3684,148,11256.56,76.05783783783784
3930,2013-01,3722,94,6410.96,68.20170212765957
3931,2013-01,3730,121,9400.14,77.68710743801653
3932,2013-01,3771,111,9395.1,84.64054054054054
3933,2013-01,3775,110,8989.58,81.72345454545454
3934,2013-01,3780,118,9344.210000000001,79.18822033898306
3935,2013-01,4111,707,63276.07,89.49939179632248
3936,2013-01,4112,23,6357.5,276.4130434782609
3937,2013-01,4121,4221,100612.43,23.83615967780147
3938,2013-01,4131,13,1399.63,107.66384615384617
3939,2013-01,4214,777,11568.1,14.888159588159589
3940,2013-01,4411,1,2069.79,2069.79
3941,2013-01,4511,16,10569.25,660.578125
3942,2013-01,4722,201,36028.19,179.2447263681592
3943,2013-01,4784,5761,201756.73,35.02113001215067
3944,2013-01,4814,1844,205875.23,111.6460032537961
3945,2013-01,4829,5028,449920.0,89.48289578361178
3946,2013-01,4899,441,60989.34,138.2978231292517
3947,2013-01,4900,2041,234219.34,114.7571484566389
3948,2013-01,5045,18,2756.41,153.1338888888889
3949,2013-01,5094,44,2035.62,46.2640909090909
3950,2013-01,5192,78,2833.08,36.32153846153846
3951,2013-01,5193,61,2228.08,36.52590163934426
3952,2013-01,5211,1477,65216.33,44.1545903859174
3953,2013-01,5251,317,12951.89,40.857697160883276
3954,2013-01,5261,56,2569.34,45.88107142857143
3955,2013-01,5300,5110,319623.6,62.54864970645792
3956,2013-01,5310,2097,87979.53,41.95494992846924
3957,2013-01,5311,4066,232102.69,57.08378996556813
3958,2013-01,5411,13547,349119.65,25.77099357791393
3959,2013-01,5499,12191,132280.33,10.850654581248461
3960,2013-01,5533,8,3835.98,479.4975
3961,2013-01,5541,11939,250364.91,20.970341737163917
3962,2013-01,5621,82,5006.15,61.05060975609756
3963,2013-01,5651,613,33471.65,54.603017944535075
3964,2013-01,5655,157,11253.73,71.67980891719745
3965,2013-01,5661,84,6253.49,74.44630952380952
3966,2013-01,5712,32,13508.38,422.136875
3967,2013-01,5719,718,35884.13,49.977896935933146
3968,2013-01,5722,3,1646.11,548.7033333333333
3969,2013-01,5732,67,8734.49,130.3655223880597
3970,2013-01,5733,3,1613.48,537.8266666666667
3971,2013-01,5812,8637,227508.49,26.341147389139746
3972,2013-01,5813,2271,56201.25,24.747357992073976
3973,2013-01,5814,4351,112486.21,25.852955642381062
3974,2013-01,5815,486,6132.83,12.618991769547325
3975,2013-01,5816,22,2794.43,127.01954545454545
3976,2013-01,5912,6575,301881.33,45.9135102661597
3977,2013-01,5921,1104,11492.2,10.409601449275362
3978,2013-01,5932,58,9197.32,158.5744827586207
3979,2013-01,5941,7,324.74,46.39142857142857
3980,2013-01,5942,1863,36347.19,19.510032206119163
3981,2013-01,5947,24,255.51,10.64625
3982,2013-01,5970,513,22494.6,43.849122807017544
3983,2013-01,5977,65,680.23,10.465076923076923
3984,2013-01,6300,444,98548.86,221.9568918918919
3985,2013-01,7011,117,10044.94,85.85418803418804
3986,2013-01,7210,257,5116.01,19.906653696498054
3987,2013-01,7230,932,42712.37,45.82872317596567
3988,2013-01,7276,36,7114.01,197.61138888888888
3989,2013-01,7349,440,19236.68,43.719727272727276
3990,2013-01,7393,107,3543.87,33.120280373831775
3991,2013-01,7531,11,4505.29,409.5718181818182
3992,2013-01,7538,3929,206947.99,52.67192415372868
3993,2013-01,7542,327,4651.49,14.224740061162079
3994,2013-01,7549,6,1708.91,284.8183333333333
3995,2013-01,7801,177,26306.15,148.6223163841808
3996,2013-01,7802,146,26319.9,180.27328767123288
3997,2013-01,7832,1291,34085.39,26.402316034082105
3998,2013-01,7922,336,30704.89,91.38360119047618
3999,2013-01,7995,315,45601.3,144.76603174603176
4000,2013-01,7996,100,14819.55,148.19549999999998
4001,2013-01,8011,213,37787.66,177.4068544600939
4002,2013-01,8021,258,40573.35,157.2610465116279
4003,2013-01,8041,87,13324.97,153.16057471264367
4004,2013-01,8043,149,19935.85,133.7976510067114
4005,2013-01,8049,91,13530.68,148.6887912087912
4006,2013-01,8062,25,18292.989999999998,731.7195999999999
4007,2013-01,8099,111,11835.78,106.62864864864865
4008,2013-01,8111,46,24717.27,537.3319565217391
4009,2013-01,8931,21,3501.99,166.76142857142855
4010,2013-01,9402,916,13311.41,14.532106986899564
4011,2013-02,1711,22,3370.91,153.2231818181818
4012,2013-02,3000,36,30021.78,833.9383333333333
4013,2013-02,3001,20,15930.32,796.516
4014,2013-02,3005,2,1202.5500000000002,601.2750000000001
4015,2013-02,3006,2,2080.45,1040.225
4016,2013-02,3007,1,1074.87,1074.87
4017,2013-02,3008,4,3212.59,803.1475
4018,2013-02,3009,4,2273.79,568.4475
4019,2013-02,3058,29,20651.82,712.131724137931
4020,2013-02,3066,17,11952.99,703.1170588235294
4021,2013-02,3075,2,1257.49,628.745
4022,2013-02,3132,22,14874.41,676.1095454545455
4023,2013-02,3144,3,3081.77,1027.2566666666667
4024,2013-02,3174,20,13446.27,672.3135
4025,2013-02,3256,23,15762.72,685.335652173913
4026,2013-02,3260,29,23137.01,797.8279310344827
4027,2013-02,3359,82,4545.3,55.43048780487805
4028,2013-02,3387,55,3818.09,69.41981818181819
4029,2013-02,3389,57,3904.02,68.49157894736842
4030,2013-02,3390,62,5505.77,88.80274193548388
4031,2013-02,3393,51,2959.19,58.02333333333333
4032,2013-02,3395,88,4530.05,51.47784090909091
4033,2013-02,3405,75,4353.11,58.041466666666665
4034,2013-02,3504,139,10478.64,75.38589928057553
4035,2013-02,3509,151,10281.85,68.09172185430464
4036,2013-02,3596,92,6605.5199999999995,71.7991304347826
4037,2013-02,3640,154,11526.28,74.84597402597403
4038,2013-02,3684,107,9625.29,89.95598130841122
4039,2013-02,3722,100,8067.04,80.6704
4040,2013-02,3730,114,9528.23,83.58096491228069
4041,2013-02,3771,140,11210.35,80.07392857142857
4042,2013-02,3775,117,9203.82,78.6651282051282
4043,2013-02,3780,76,6348.32,83.53052631578947
4044,2013-02,4111,675,61341.7,90.87659259259259
4045,2013-02,4112,12,3289.34,274.1116666666667
4046,2013-02,4121,3844,91125.57,23.705923517169616
4047,2013-02,4131,18,1675.71,93.095
4048,2013-02,4214,788,11624.68,14.752131979695433
4049,2013-02,4411,1,2126.53,2126.53
4050,2013-02,4511,18,12884.550000000001,715.8083333333334
4051,2013-02,4722,288,37318.18,129.5770138888889
4052,2013-02,4784,5235,184039.5,35.155587392550146
4053,2013-02,4814,1669,187423.3,112.29676452965847
4054,2013-02,4829,4656,419808.71,90.16510094501719
4055,2013-02,4899,393,57177.33,145.4893893129771
4056,2013-02,4900,1959,225436.93,115.07755487493618
4057,2013-02,5045,25,3408.78,136.3512
4058,2013-02,5094,44,2121.15,48.20795454545455
4059,2013-02,5192,72,2908.45,40.39513888888889
4060,2013-02,5193,72,2613.26,36.295277777777784
4061,2013-02,5211,1359,61816.3,45.486607799852834
4062,2013-02,5251,273,10583.51,38.767435897435895
4063,2013-02,5261,46,2534.16,55.09043478260869
4064,2013-02,5300,4757,300681.29,63.208175320580196
4065,2013-02,5310,1838,73518.51,39.999189336235034
4066,2013-02,5311,3611,209750.26,58.086474660758796
4067,2013-02,5411,12376,312675.26,25.264646089204913
4068,2013-02,5499,11338,120745.6,10.649638384194743
4069,2013-02,5533,6,2122.38,353.73
4070,2013-02,5541,10909,227913.45,20.892240352002933
4071,2013-02,5621,88,5517.53,62.69920454545454
4072,2013-02,5651,543,30064.56,55.3675138121547
4073,2013-02,5655,120,7366.49,61.38741666666667
4074,2013-02,5661,114,7948.69,69.72535087719298
4075,2013-02,5712,23,6316.29,274.6213043478261
4076,2013-02,5719,650,33115.49,50.94690769230769
4077,2013-02,5722,1,124.64,124.64
4078,2013-02,5732,48,7186.28,149.71416666666667
4079,2013-02,5733,3,1740.98,580.3266666666667
4080,2013-02,5812,7893,211546.47,26.801782592170277
4081,2013-02,5813,1865,47422.23,25.427469168900807
4082,2013-02,5814,3976,103489.65,26.028584004024143
4083,2013-02,5815,476,6022.68,12.652689075630253
4084,2013-02,5816,12,2462.44,205.20333333333335
4085,2013-02,5912,5876,269671.99,45.89380360789653
4086,2013-02,5921,1009,10731.73,10.636005946481665
4087,2013-02,5932,39,6376.17,163.49153846153845
4088,2013-02,5941,12,517.84,43.153333333333336
4089,2013-02,5942,1812,34318.58,18.939613686534216
4090,2013-02,5947,17,218.82,12.871764705882352
4091,2013-02,5970,539,22796.15,42.29341372912802
4092,2013-02,5977,47,511.69,10.887021276595744
4093,2013-02,6300,415,100640.29,242.50672289156626
4094,2013-02,7011,128,11073.56,86.5121875
4095,2013-02,7210,261,5215.8,19.983908045977014
4096,2013-02,7230,777,37105.48,47.75480051480052
4097,2013-02,7276,28,4790.79,171.09964285714287
4098,2013-02,7349,393,16422.27,41.7869465648855
4099,2013-02,7393,90,2782.91,30.92122222222222
4100,2013-02,7531,7,3393.74,484.82
4101,2013-02,7538,3649,190633.19,52.24258426966292
4102,2013-02,7542,326,4595.07,14.095306748466257
4103,2013-02,7549,3,576.92,192.30666666666664
4104,2013-02,7801,128,18377.54,143.57453125
4105,2013-02,7802,116,16187.21,139.54491379310343
4106,2013-02,7832,1119,30150.74,26.944361036639858
4107,2013-02,7922,287,26175.02,91.20216027874565
4108,2013-02,7995,243,39273.47,161.6192181069959
4109,2013-02,7996,114,18304.29,160.56394736842105
4110,2013-02,8011,164,29661.04,180.86
4111,2013-02,8021,215,32164.61,149.60283720930232
4112,2013-02,8041,89,13120.91,147.42595505617976
4113,2013-02,8043,118,15552.34,131.79949152542372
4114,2013-02,8049,66,9443.74,143.0869696969697
4115,2013-02,8062,32,24059.77,751.8678125
4116,2013-02,8099,123,13137.56,106.80943089430895
4117,2013-02,8111,48,27308.6,568.9291666666667
4118,2013-02,8931,34,6179.2,181.74117647058824
4119,2013-02,9402,749,11211.61,14.968771695594127
4120,2013-03,1711,30,5465.49,182.183
4121,2013-03,3000,27,19312.59,715.2811111111112
4122,2013-03,3001,27,18669.32,691.4562962962963
4123,2013-03,3005,5,3198.32,639.664
4124,2013-03,3006,3,2469.7400000000002,823.2466666666668
4125,2013-03,3007,4,3530.53,882.6325
4126,2013-03,3008,2,2215.74,1107.87
4127,2013-03,3009,3,2710.37,903.4566666666666
4128,2013-03,3058,24,16227.22,676.1341666666666
4129,2013-03,3066,22,16139.99,733.6359090909091
4130,2013-03,3132,14,8665.300000000001,618.95
4131,2013-03,3144,1,784.87,784.87
4132,2013-03,3174,26,15253.69,586.6803846153846
4133,2013-03,3256,24,18339.85,764.1604166666666
4134,2013-03,3260,29,21164.76,729.8193103448275
4135,2013-03,3359,82,5598.51,68.27451219512196
4136,2013-03,3387,32,2221.03,69.4071875
4137,2013-03,3389,92,4960.43,53.91771739130435
4138,2013-03,3390,58,2931.61,50.545
4139,2013-03,3393,62,4620.45,74.52338709677419
4140,2013-03,3395,62,4766.32,76.87612903225806
4141,2013-03,3405,63,4579.45,72.68968253968254
4142,2013-03,3504,135,8907.09,65.97844444444445
4143,2013-03,3509,100,6865.61,68.6561
4144,2013-03,3596,103,8242.17,80.02106796116504
4145,2013-03,3640,123,9993.12,81.24487804878049
4146,2013-03,3684,138,8087.25,58.60326086956522
4147,2013-03,3722,140,10776.73,76.97664285714285
4148,2013-03,3730,100,7880.87,78.8087
4149,2013-03,3771,111,8275.55,74.5545045045045
4150,2013-03,3775,147,10375.8,70.58367346938775
4151,2013-03,3780,149,10377.11,69.64503355704699
4152,2013-03,4111,764,69831.87,91.40297120418847
4153,2013-03,4112,15,4767.51,317.834
4154,2013-03,4121,4241,101163.42,23.85367130393775
4155,2013-03,4131,13,1595.41,122.72384615384615
4156,2013-03,4214,927,13912.93,15.008554476806903
4157,2013-03,4411,2,4417.01,2208.505
4158,2013-03,4511,23,16637.53,723.3708695652174
4159,2013-03,4722,258,46802.97,181.4068604651163
4160,2013-03,4784,5749,201241.27,35.00456949034614
4161,2013-03,4814,1946,223139.91,114.66593525179856
4162,2013-03,4829,5059,449298.44,88.8117098240759
4163,2013-03,4899,439,59474.67,135.47760820045556
4164,2013-03,4900,2124,242231.59,114.04500470809792
4165,2013-03,5045,17,2270.87,133.5805882352941
4166,2013-03,5094,47,2558.84,54.44340425531915
4167,2013-03,5192,94,3785.16,40.267659574468084
4168,2013-03,5193,63,2435.6,38.66031746031746
4169,2013-03,5211,1523,69639.16,45.72499015101773
4170,2013-03,5251,332,12815.44,38.600722891566264
4171,2013-03,5261,61,3320.01,54.42639344262295
4172,2013-03,5300,5301,327924.63,61.86089983022072
4173,2013-03,5310,2242,93824.22,41.84844781445138
4174,2013-03,5311,4171,231407.62,55.48012946535603
4175,2013-03,5411,13802,351655.62,25.478598753803798
4176,2013-03,5499,12759,136682.1,10.712602868563367
4177,2013-03,5533,19,6947.11,365.6373684210526
4178,2013-03,5541,12058,256448.85,21.267942444849893
4179,2013-03,5621,70,4532.83,64.75471428571429
4180,2013-03,5651,648,34916.79,53.88393518518519
4181,2013-03,5655,168,12165.33,72.41267857142857
4182,2013-03,5661,119,9004.74,75.67008403361345
4183,2013-03,5712,28,7848.66,280.3092857142857
4184,2013-03,5719,790,38738.58,49.03617721518987
4185,2013-03,5722,2,570.86,285.43
4186,2013-03,5732,54,8610.56,159.4548148148148
4187,2013-03,5733,1,952.95,952.95
4188,2013-03,5812,8355,217774.14,26.06512746858169
4189,2013-03,5813,1994,49757.58,24.953650952858577
4190,2013-03,5814,4128,103839.95,25.15502664728682
4191,2013-03,5815,500,6489.1,12.978200000000001
4192,2013-03,5816,19,3147.07,165.63526315789474
4193,2013-03,5912,6797,312638.71,45.99657348830367
4194,2013-03,5921,1106,11657.19,10.5399547920434
4195,2013-03,5932,57,9803.22,171.98631578947368
4196,2013-03,5941,4,124.66,31.165
4197,2013-03,5942,2046,40014.02,19.5571945259042
4198,2013-03,5947,18,253.77,14.098333333333334
4199,2013-03,5970,613,26288.81,42.88549755301795
4200,2013-03,5977,47,501.0,10.659574468085106
4201,2013-03,6300,445,104319.44,234.42570786516853
4202,2013-03,7011,119,9956.86,83.67109243697479
4203,2013-03,7210,281,5522.44,19.652811387900353
4204,2013-03,7230,944,44098.75,46.71477754237288
4205,2013-03,7276,38,7695.28,202.50736842105263
4206,2013-03,7349,493,22344.27,45.32306288032454
4207,2013-03,7393,115,3344.63,29.083739130434783
4208,2013-03,7531,10,3246.03,324.603
4209,2013-03,7538,3990,208464.83,52.24682456140351
4210,2013-03,7542,350,5079.65,14.513285714285713
4211,2013-03,7549,11,4208.0199999999995,382.5472727272727
4212,2013-03,7801,115,15814.07,137.51365217391304
4213,2013-03,7802,103,14779.67,143.4919417475728
4214,2013-03,7832,1198,32353.44,27.006210350584308
4215,2013-03,7922,339,30987.79,91.40941002949853
4216,2013-03,7995,212,33934.69,160.0692924528302
4217,2013-03,7996,108,17489.98,161.94425925925927
4218,2013-03,8011,225,40592.07,180.4092
4219,2013-03,8021,269,42608.04,158.39420074349442
4220,2013-03,8041,101,13131.39,130.01376237623762
4221,2013-03,8043,130,17575.18,135.19369230769232
4222,2013-03,8049,84,11940.57,142.14964285714285
4223,2013-03,8062,34,22588.01,664.3532352941176
4224,2013-03,8099,127,15248.3,120.06535433070866
4225,2013-03,8111,68,32747.56,481.5817647058824
4226,2013-03,8931,32,5921.91,185.0596875
4227,2013-03,9402,895,13431.66,15.007441340782123
4228,2013-04,1711,20,3583.95,179.1975
4229,2013-04,3000,32,20956.06,654.876875
4230,2013-04,3001,26,17971.68,691.2184615384615
4231,2013-04,3005,4,2136.19,534.0475
4232,2013-04,3006,1,398.29,398.29
4233,2013-04,3007,4,2604.62,651.155
4234,2013-04,3008,5,3365.6800000000003,673.1360000000001
4235,2013-04,3009,4,2664.93,666.2325
4236,2013-04,3058,29,19856.2,684.696551724138
4237,2013-04,3066,18,12474.79,693.0438888888889
4238,2013-04,3075,2,883.86,441.93
4239,2013-04,3132,25,17635.42,705.4168
4240,2013-04,3144,1,958.45,958.45
4241,2013-04,3174,28,20154.0,719.7857142857143
4242,2013-04,3256,21,16012.12,762.4819047619048
4243,2013-04,3260,30,21465.22,715.5073333333333
4244,2013-04,3359,111,7260.54,65.41027027027027
4245,2013-04,3387,66,4217.36,63.89939393939393
4246,2013-04,3389,94,5872.69,62.47542553191489
4247,2013-04,3390,71,4636.28,65.29971830985914
4248,2013-04,3393,61,4025.94,65.99901639344263
4249,2013-04,3395,86,5911.23,68.73523255813953
4250,2013-04,3405,86,5173.87,60.16127906976744
4251,2013-04,3504,139,10901.87,78.43071942446043
4252,2013-04,3509,95,8519.93,89.68347368421053
4253,2013-04,3596,106,8515.29,80.3329245283019
4254,2013-04,3640,123,10408.91,84.62528455284553
4255,2013-04,3684,134,12466.15,93.03097014925373
4256,2013-04,3722,165,14733.01,89.2909696969697
4257,2013-04,3730,144,11323.39,78.63465277777777
4258,2013-04,3771,127,9590.28,75.5140157480315
4259,2013-04,3775,110,8892.85,80.84409090909091
4260,2013-04,3780,108,9492.77,87.89601851851852
4261,2013-04,4111,753,68501.36,90.97126162018593
4262,2013-04,4112,18,6184.36,343.5755555555555
4263,2013-04,4121,4035,96938.91,24.02451301115242
4264,2013-04,4131,26,2670.13,102.6973076923077
4265,2013-04,4214,855,12697.52,14.850900584795323
4266,2013-04,4411,3,4901.87,1633.9566666666667
4267,2013-04,4511,29,18051.99,622.4824137931035
4268,2013-04,4722,288,41168.23,142.94524305555558
4269,2013-04,4784,5323,184931.19,34.74191057674244
4270,2013-04,4814,1874,206880.59,110.39519210245464
4271,2013-04,4829,4868,432980.0,88.94412489728842
4272,2013-04,4899,438,63346.89,144.62760273972603
4273,2013-04,4900,1946,221143.51,113.64003597122303
4274,2013-04,5045,20,3948.18,197.409
4275,2013-04,5094,34,1760.59,51.78205882352941
4276,2013-04,5192,79,3196.97,40.4679746835443
4277,2013-04,5193,78,2643.79,33.89474358974359
4278,2013-04,5211,1419,63182.31,44.52594080338266
4279,2013-04,5251,320,13201.98,41.256187499999996
4280,2013-04,5261,58,2579.87,44.48051724137931
4281,2013-04,5300,5127,319734.69,62.362919836161495
4282,2013-04,5310,2095,86811.18,41.43731742243436
4283,2013-04,5311,4001,231672.28,57.90359410147463
4284,2013-04,5411,13018,345725.45,26.5574934705792
4285,2013-04,5499,11867,125700.64,10.592453020982557
4286,2013-04,5533,12,4228.58,352.38166666666666
4287,2013-04,5541,11975,250207.99,20.89419540709812
4288,2013-04,5621,78,5460.84,70.01076923076923
4289,2013-04,5651,581,32333.33,55.651170395869194
4290,2013-04,5655,139,10721.43,77.13258992805756
4291,2013-04,5661,125,8967.81,71.74248
4292,2013-04,5712,32,9561.29,298.7903125
4293,2013-04,5719,727,35980.04,49.49111416781293
4294,2013-04,5722,4,1518.0,379.5
4295,2013-04,5732,45,7528.35,167.29666666666668
4296,2013-04,5812,8212,216362.43,26.347105455431077
4297,2013-04,5813,2048,50604.94,24.709443359375
4298,2013-04,5814,4066,106873.9,26.284776192818494
4299,2013-04,5815,520,7060.07,13.577057692307692
4300,2013-04,5816,17,3613.54,212.56117647058824
4301,2013-04,5912,6604,304137.5,46.053528164748634
4302,2013-04,5921,1080,11167.95,10.340694444444445
4303,2013-04,5932,43,7313.12,170.0725581395349
4304,2013-04,5941,9,300.56,33.39555555555555
4305,2013-04,5942,1930,39309.58,20.367658031088084
4306,2013-04,5947,20,245.79,12.2895
4307,2013-04,5970,567,23325.21,41.13793650793651
4308,2013-04,5977,65,630.12,9.694153846153846
4309,2013-04,6300,377,88698.1,235.273474801061
4310,2013-04,7011,176,13703.71,77.86198863636363
4311,2013-04,7210,267,5115.38,19.1587265917603
4312,2013-04,7230,905,41899.55,46.297845303867405
4313,2013-04,7276,37,6583.76,177.93945945945947
4314,2013-04,7349,490,20438.96,41.712163265306124
4315,2013-04,7393,109,3426.28,31.43376146788991
4316,2013-04,7531,11,4722.67,429.33363636363634
4317,2013-04,7538,3894,204221.88,52.44526964560863
4318,2013-04,7542,309,4297.27,13.907022653721684
4319,2013-04,7549,7,2879.54,411.36285714285714
4320,2013-04,7801,145,25903.8,178.64689655172413
4321,2013-04,7802,134,19899.78,148.5058208955224
4322,2013-04,7832,1190,32346.24,27.181714285714285
4323,2013-04,7922,327,29089.22,88.95785932721712
4324,2013-04,7995,250,45338.74,181.35496
4325,2013-04,7996,82,14130.85,172.32743902439026
4326,2013-04,8011,191,31827.7,166.6371727748691
4327,2013-04,8021,296,46255.77,156.26949324324323
4328,2013-04,8041,71,9944.92,140.06929577464788
4329,2013-04,8043,138,17773.24,128.79159420289855
4330,2013-04,8049,84,11999.89,142.85583333333332
4331,2013-04,8062,37,29057.02,785.3248648648648
4332,2013-04,8099,112,13018.07,116.23276785714286
4333,2013-04,8111,58,37502.47,646.5943103448276
4334,2013-04,8931,43,7552.43,175.6379069767442
4335,2013-04,9402,894,13481.53,15.080011185682327
4336,2013-05,1711,24,3179.17,132.46541666666667
4337,2013-05,3000,30,22426.08,747.5360000000001
4338,2013-05,3001,24,15209.34,633.7225
4339,2013-05,3005,6,4129.62,688.27
4340,2013-05,3006,5,5008.7300000000005,1001.7460000000001
4341,2013-05,3007,4,2708.3,677.075
4342,2013-05,3008,3,1900.91,633.6366666666667
4343,2013-05,3009,2,1036.0700000000002,518.0350000000001
4344,2013-05,3058,21,13122.2,624.8666666666667
4345,2013-05,3066,31,20485.1,660.8096774193548
4346,2013-05,3075,3,2055.88,685.2933333333334
4347,2013-05,3132,21,17435.57,830.265238095238
4348,2013-05,3174,23,15744.08,684.5252173913043
4349,2013-05,3256,17,13748.92,808.76
4350,2013-05,3260,29,22735.57,783.9851724137931
4351,2013-05,3359,76,3910.67,51.45618421052632
4352,2013-05,3387,69,3788.79,54.91
4353,2013-05,3389,95,4298.71,45.24957894736842
4354,2013-05,3390,60,3580.8199999999997,59.68033333333333
4355,2013-05,3393,81,4316.04,53.284444444444446
4356,2013-05,3395,58,2739.2400000000002,47.22827586206897
4357,2013-05,3405,64,4192.54,65.5084375
4358,2013-05,3504,121,10967.81,90.64305785123966
4359,2013-05,3509,111,7824.19,70.48819819819819
4360,2013-05,3596,115,9498.0,82.59130434782608
4361,2013-05,3640,112,8577.02,76.58053571428572
4362,2013-05,3684,139,9399.08,67.61928057553956
4363,2013-05,3722,140,9610.89,68.64921428571428
4364,2013-05,3730,107,6302.27,58.89971962616823
4365,2013-05,3771,115,7874.59,68.47469565217392
4366,2013-05,3775,105,7265.65,69.19666666666666
4367,2013-05,3780,150,10538.67,70.2578
4368,2013-05,4111,747,67508.54,90.3728781793842
4369,2013-05,4112,16,4140.68,258.7925
4370,2013-05,4121,4245,101171.98,23.833210836277974
4371,2013-05,4131,29,3177.8,109.57931034482759
4372,2013-05,4214,818,12412.51,15.17421760391198
4373,2013-05,4411,2,8810.2,4405.1
4374,2013-05,4511,32,22748.1,710.878125
4375,2013-05,4722,265,31753.59,119.8248679245283
4376,2013-05,4784,5738,203037.79,35.384766469153014
4377,2013-05,4814,1805,202646.87,112.26973407202216
4378,2013-05,4829,5222,474740.0,90.91152815013405
4379,2013-05,4899,429,63495.3,148.0076923076923
4380,2013-05,4900,2115,242578.74,114.69443971631205
4381,2013-05,5045,24,3278.61,136.60875000000001
4382,2013-05,5094,43,2293.85,53.3453488372093
4383,2013-05,5192,90,3448.15,38.31277777777778
4384,2013-05,5193,66,2379.11,36.04712121212121
4385,2013-05,5211,1551,71031.03,45.7969245647969
4386,2013-05,5251,304,12011.8,39.512499999999996
4387,2013-05,5261,55,2446.75,44.486363636363635
4388,2013-05,5300,5339,347276.74,65.04527814197415
4389,2013-05,5310,2078,87859.04,42.28057747834456
4390,2013-05,5311,4147,235811.1,56.86305763202315
4391,2013-05,5411,13915,358367.23,25.75402299676608
4392,2013-05,5499,12535,135937.13,10.844605504587156
4393,2013-05,5533,8,3204.13,400.51625
4394,2013-05,5541,12161,257627.3,21.184713428172024
4395,2013-05,5621,81,5125.75,63.28086419753087
4396,2013-05,5651,613,34129.37,55.67597063621534
4397,2013-05,5655,161,11757.54,73.02819875776397
4398,2013-05,5661,118,8918.46,75.58016949152541
4399,2013-05,5712,28,8943.95,319.42678571428576
4400,2013-05,5719,774,38778.19,50.101020671834625
4401,2013-05,5722,2,800.79,400.395
4402,2013-05,5732,54,5668.45,104.97129629629629
4403,2013-05,5733,2,2072.75,1036.375
4404,2013-05,5812,8578,229595.5,26.765621356959663
4405,2013-05,5813,2185,55144.2,25.23762013729977
4406,2013-05,5814,4425,123102.91,27.819866666666666
4407,2013-05,5815,526,6924.73,13.164885931558935
4408,2013-05,5816,20,3958.98,197.949
4409,2013-05,5912,6638,297948.56,44.88529075022597
4410,2013-05,5921,1150,12220.6,10.626608695652175
4411,2013-05,5932,38,7552.88,198.76
4412,2013-05,5941,7,270.44,38.63428571428572
4413,2013-05,5942,1993,37123.51,18.626949322629205
4414,2013-05,5947,19,233.68,12.298947368421054
4415,2013-05,5970,539,24090.96,44.6956586270872
4416,2013-05,5977,56,556.87,9.944107142857144
4417,2013-05,6300,471,103763.04,220.3036942675159
4418,2013-05,7011,178,12453.76,69.96494382022472
4419,2013-05,7210,282,5080.4,18.01560283687943
4420,2013-05,7230,981,44963.37,45.83422018348624
4421,2013-05,7276,33,5961.87,180.66272727272727
4422,2013-05,7349,431,18270.01,42.38981438515081
4423,2013-05,7393,130,4214.28,32.41753846153846
4424,2013-05,7531,13,5112.45,393.2653846153846
4425,2013-05,7538,4022,211412.91,52.56412481352561
4426,2013-05,7542,361,4919.5,13.62742382271468
4427,2013-05,7549,9,3449.52,383.28
4428,2013-05,7801,148,21006.63,141.9366891891892
4429,2013-05,7802,135,23671.37,175.34348148148146
4430,2013-05,7832,1278,34868.96,27.284006259780906
4431,2013-05,7922,337,32048.82,95.10035608308606
4432,2013-05,7995,273,44127.81,161.64032967032966
