client_id,total_transactions,total_spent,avg_transaction,largest_transaction,current_age,gender,yearly_income,total_debt,num_credit_cards,description
469,10575,458558.87,43.36254089834515,1469.83,67,Female,$46945,$17835,4,Floor Covering Stores
470,9800,452474.09,46.17082551020408,753.67,56,Male,$28553,$94214,3,Steel Products Manufacturing
472,19704,592486.72,30.06936256597645,1566.05,50,Male,$46039,$79738,4,Hospitals
473,6305,148159.15,23.498675654242664,810.48,33,Female,$28181,$37929,2,Airlines
474,17753,891036.14,50.1907362135977,1872.85,55,Male,$80957,$161166,6,Department Stores
476,18264,626505.6,34.30275952693824,697.09,68,Male,$41473,$98151,3,Hospitals
477,9873,497437.15,50.38358654917452,1254.18,57,Male,$49467,$77465,5,"Furniture, Home Furnishings, and Equipment Stores"
478,8248,445506.11,54.01383486905917,1517.26,54,Male,$72807,$0,3,Airlines
479,10190,424290.52,41.63793130520118,1281.77,57,Male,$61173,$71422,3,"Brick, Stone, and Related Materials"
480,10840,617309.27,56.947349630996314,1916.45,50,Male,$86113,$177353,6,Wholesale Clubs
483,5834,248533.53,42.60087932807679,528.51,49,Female,$39969,$68456,3,Passenger Railways
487,11330,783144.24,69.12129214474845,1101.92,52,Male,$55059,$162462,3,Upholstery and Drapery Stores
488,23990,1611114.42,67.1577498957899,1636.96,34,Male,$32126,$54351,2,Cruise Lines
489,6042,254507.27,42.12301721284343,955.35,36,Male,$36753,$33657,4,Steelworks
490,21831,1711482.69,78.39689844716229,775.65,86,Male,$33426,$1852,4,Travel Agencies
491,4015,140579.19,35.01349688667497,725.42,40,Male,$27013,$58806,3,Department Stores
494,9146,361662.94,39.54329105619943,1169.25,39,Male,$56347,$32530,3,Leather Goods
496,5636,240852.55,42.7346611071682,1061.67,47,Male,$36319,$44737,4,Automotive Parts and Accessories Stores
497,10874,528009.83,48.557093066029054,1456.49,63,Male,$52380,$8764,6,Steelworks
502,23095,689785.03,29.867288590604026,2529.39,46,Male,$36440,$30574,2,Cruise Lines
503,9877,193826.68,19.624043737977118,498.0,47,Female,$29564,$54279,2,Semiconductors and Related Devices
506,14435,730627.38,50.61498995497056,1030.87,56,Male,$52841,$36288,5,"Furniture, Home Furnishings, and Equipment Stores"
509,10683,312736.78,29.27424693438173,616.78,33,Male,$44534,$107410,4,Towing Services
511,22976,980405.34,42.67084522980501,1220.08,66,Male,$35602,$55369,5,Travel Agencies
514,10695,433649.93,40.54697802711547,1167.32,58,Male,$32295,$72357,4,Hospitals
515,9840,239749.07,24.364742886178863,993.69,61,Male,$41865,$60911,4,Upholstery and Drapery Stores
517,6085,155075.08,25.48481183237469,826.21,33,Male,$24009,$19085,4,Miscellaneous Fabricated Metal Products
519,8628,232704.9,26.970897079276774,826.97,57,Female,$39508,$18870,4,"Brick, Stone, and Related Materials"
520,9649,363595.21,37.6821649911908,1952.53,45,Male,$57658,$74288,5,Cruise Lines
523,8578,528761.54,61.641587782699936,1099.0,27,Female,$38487,$28032,4,Travel Agencies
524,6193,196869.39,31.789018246407235,1304.07,57,Male,$35239,$43270,1,Cruise Lines
525,11037,429184.62,38.8859853220984,1448.22,55,Male,$37147,$0,3,Upholstery and Drapery Stores
526,15665,618495.34,39.4826262368337,1548.48,51,Female,$64481,$114394,5,Hospitals
528,7323,282515.49,38.57920114707087,853.09,38,Male,$40478,$76392,3,Upholstery and Drapery Stores
530,13347,248032.96,18.58342399040983,1096.47,78,Male,$18100,$0,6,Travel Agencies
534,12032,581291.07,48.312090259308505,1227.97,27,Female,$60510,$23196,3,Pottery and Ceramics
538,9274,361174.22,38.944815613543234,1169.56,66,Female,$30265,$36789,4,Cruise Lines
542,8374,234504.11,28.003834487700022,1180.08,52,Female,$29496,$49681,5,Travel Agencies
543,9272,367575.83,39.64363999137188,1098.95,43,Female,$30721,$49961,3,Travel Agencies
545,7425,328473.26,44.238822895622896,836.7,55,Male,$45707,$113194,3,Hospitals
546,7436,420015.64,56.48408284023669,1351.24,51,Male,$51196,$26617,3,Upholstery and Drapery Stores
547,6499,222693.91,34.26587321126327,2150.83,70,Male,$31901,$16285,4,Coated and Laminated Products
549,5752,409880.21,71.25872913769125,1617.24,51,Male,$62304,$113416,4,Hospitals
550,13094,635535.9,48.53642126164656,2017.6,76,Male,$30248,$35766,4,Miscellaneous Fabricated Metal Products
552,14707,640351.06,43.54056299721221,1106.2,54,Male,$52538,$132409,1,Pottery and Ceramics
554,13066,669148.36,51.212946578907086,1083.78,59,Male,$53357,$114266,5,Pottery and Ceramics
556,13728,381144.77,27.764042103729604,1663.27,46,Male,$36405,$31815,2,"Brick, Stone, and Related Materials"
557,19965,625817.01,31.345705484598046,1310.55,59,Male,$28245,$13411,1,Airlines
561,11762,315856.03,26.853938955959872,1139.95,48,Male,$36853,$112139,5,Travel Agencies
563,15750,810836.35,51.481673015873014,1844.84,70,Male,$49531,$6707,6,"Tools, Parts, Supplies Manufacturing"
564,12678,541913.08,42.74436661934059,1234.46,57,Male,$42411,$111077,2,Hospitals
565,12807,621546.14,48.5317513859608,1046.95,54,Male,$43598,$15891,4,"Tools, Parts, Supplies Manufacturing"
566,17918,628170.25,35.058056144659005,1232.71,60,Female,$46244,$108449,5,"Tools, Parts, Supplies Manufacturing"
569,2459,99765.91,40.571740544936965,934.34,52,Male,$45625,$81136,1,Leather Goods
570,9203,347035.35,37.70893730305335,753.27,34,Male,$32245,$43097,1,Hospitals
571,14702,492042.36,33.46771595701265,1621.69,42,Male,$36711,$84949,4,Hospitals
573,13351,268753.68,20.12985394352483,558.53,52,Male,$30011,$84166,1,Pottery and Ceramics
575,8516,363567.42,42.69227571629873,1280.01,84,Male,$26476,$406,5,Automotive Service Shops
576,9686,469550.92,48.47727854635556,1612.27,68,Female,$63502,$24100,7,Miscellaneous Metals
577,10453,340170.91,32.54289773270831,1053.18,28,Female,$33106,$108695,2,Upholstery and Drapery Stores
580,16002,549434.96,34.33539307586551,3975.45,35,Male,$36857,$3112,3,Cruise Lines
581,7745,262227.67,33.857672046481596,2301.2,48,Male,$29962,$55000,3,Cruise Lines
582,3115,184812.11,59.329730337078644,1181.68,53,Male,$39222,$66559,3,Floor Covering Stores
583,5677,219357.49,38.63968469261934,909.81,64,Male,$28954,$41461,2,Miscellaneous Fabricated Metal Products
584,9590,225734.64,23.538544316996873,1211.03,61,Male,$29195,$64881,3,Hospitals
585,14104,449423.09,31.86493831537153,1013.34,52,Male,$41483,$64715,1,Hospitals
586,7885,262200.46,33.2530703868104,1401.42,37,Male,$46864,$58954,4,"Brick, Stone, and Related Materials"
589,3573,129458.03,36.232306185278475,948.85,58,Male,$27035,$58050,2,Leather Goods
592,20792,519128.81,24.967718834166988,892.95,68,Male,$23993,$2573,5,"Brick, Stone, and Related Materials"
595,5135,247906.26,48.27775267770205,1168.61,79,Male,$29041,$4427,4,Leather Goods
596,3453,142374.07,41.23199247031567,498.0,28,Male,$34629,$34484,3,Industrial Equipment and Supplies
597,15570,632774.3,40.640610147719975,1080.88,72,Male,$65055,$1676,6,Legal Services and Attorneys
598,25656,1113780.48,43.41208606173994,1159.09,47,Male,$43144,$54157,3,Cruise Lines
601,8462,249170.02,29.44575986764358,1343.48,68,Male,$43004,$15304,6,"Furniture, Home Furnishings, and Equipment Stores"
602,14688,560674.86,38.17230800653595,738.33,57,Male,$34437,$0,4,Pottery and Ceramics
604,7897,521027.63,65.97791946308725,2890.23,60,Male,$70840,$52578,4,Cruise Lines
605,16607,369424.75,22.245122538688506,1033.92,42,Male,$47542,$2667,3,Cruise Lines
608,6355,114754.06,18.057287175452398,2554.03,32,Male,$2365,$0,3,Cruise Lines
609,8964,258476.53,28.834954261490406,1504.62,59,Male,$37536,$63386,3,Fabricated Structural Metal Products
613,11965,390324.01,32.622148767237775,1285.98,39,Female,$56562,$111495,4,Upholstery and Drapery Stores
614,11666,273724.77,23.463463912223556,1512.81,84,Female,$16430,$2873,7,Cruise Lines
615,10367,671397.13,64.76291405421047,2801.89,35,Female,$44766,$68989,2,Cruise Lines
616,2968,93795.67,31.602314690026954,1281.69,45,Female,$34817,$63313,1,Steel Products Manufacturing
618,5425,156837.35,28.910110599078344,710.22,32,Male,$27795,$72318,4,Steelworks
619,7982,350012.82,43.850265597594586,1324.38,54,Male,$53986,$58381,4,Hospitals
621,6219,253242.75,40.7208152436083,473.0,51,Male,$27372,$54474,1,Railroad Freight
623,5806,360377.09,62.06977092662763,1248.97,63,Male,$77961,$39811,3,Miscellaneous Fabricated Metal Products
628,7487,425502.24,56.83214104447709,1994.84,57,Male,$107075,$75999,3,Floor Covering Stores
629,8742,733073.77,83.85652825440403,1846.66,72,Male,$57513,$11755,5,Legal Services and Attorneys
630,19619,1467776.27,74.81402059228299,882.21,60,Male,$39521,$61861,3,Household Appliance Stores
631,8514,310667.13,36.48897463002114,1203.79,83,Female,$33811,$2206,7,Upholstery and Drapery Stores
633,4655,356386.85,76.56001074113856,1449.29,36,Female,$50179,$110515,1,Miscellaneous Fabricated Metal Products
634,9171,453123.21,49.40826627412496,1465.47,49,Female,$49079,$6494,4,Miscellaneous Metals
636,5077,165058.21,32.51097301556037,813.29,47,Female,$24372,$63295,4,Hospitals
637,15267,756645.6,49.56085674985262,2065.14,42,Female,$77288,$46160,4,Cruise Lines
638,4784,383497.37,80.162493729097,1171.47,65,Female,$16889,$38489,5,Hospitals
639,20690,513284.69,24.808346544224264,1128.07,55,Female,$37645,$46298,4,Steel Products Manufacturing
641,20469,707521.14,34.56549611607797,1765.96,62,Male,$37556,$0,6,Cruise Lines
642,5975,330631.17,55.335760669456064,1241.54,35,Female,$34143,$49839,4,Coated and Laminated Products
643,11701,315902.28,26.997887360054698,865.89,29,Female,$43397,$42168,2,Leather Goods
644,5268,215578.32,40.92223234624146,627.41,58,Female,$41963,$53857,1,Passenger Railways
646,8479,337730.31,39.83138459724024,618.51,38,Female,$43634,$73037,3,Floor Covering Stores
647,7940,110466.31,13.912633501259446,684.68,31,Female,$26900,$74083,2,Miscellaneous Metals
648,7714,137940.29,17.881810992999743,926.06,40,Female,$29854,$66044,3,Miscellaneous Metals
649,10515,240602.4,22.881825962910128,1017.18,48,Male,$46408,$0,7,Steel Products Manufacturing
650,5879,207999.95,35.380158190168395,773.19,45,Male,$24215,$28552,6,Hospitals
652,14556,394622.71,27.110656086837043,831.37,82,Female,$22726,$1692,6,Hospitals
655,12780,319720.84,25.01728012519562,1096.46,49,Female,$30340,$64661,3,Steel Products Manufacturing
657,6403,234614.75,36.641379041074494,939.6,83,Female,$33897,$533,4,Steelworks
658,14173,640774.84,45.210953220913,1203.65,40,Female,$52630,$68559,4,Upholstery and Drapery Stores
659,12161,436428.27,35.88753145300551,953.18,57,Male,$32583,$12501,7,Hospitals
660,6113,195850.74,32.03840013086864,1137.57,31,Female,$44041,$109159,2,Hospitals
661,3865,95136.15,24.614786545924964,1198.92,64,Male,$42831,$59948,3,Steelworks
662,14440,723411.15,50.09772506925208,1665.48,32,Female,$85694,$120733,2,Pottery and Ceramics
663,13036,630406.06,48.35885701135318,1241.11,68,Female,$70554,$39078,5,"Furniture, Home Furnishings, and Equipment Stores"
665,11284,443200.76,39.276919532080825,1803.83,81,Female,$11613,$427,8,Cruise Lines
667,14678,578010.28,39.379362310941545,1067.57,83,Male,$41763,$2279,5,Legal Services and Attorneys
668,14380,324612.16,22.573863699582752,773.81,87,Female,$16342,$1758,5,Miscellaneous Metals
669,10939,345384.96,31.57372337507999,1531.59,38,Female,$41141,$71060,2,Miscellaneous Metals
671,7383,316403.27,42.85565081945009,792.62,37,Female,$34032,$68762,2,Travel Agencies
672,15731,387805.56,24.652314538173034,1272.43,37,Male,$23967,$3880,4,Hospitals
674,14728,307893.61,20.905323872895163,899.4,63,Female,$28147,$25987,7,"Tools, Parts, Supplies Manufacturing"
675,7979,244379.56,30.627843088106278,976.45,40,Male,$35489,$91995,5,Upholstery and Drapery Stores
676,15122,619391.79,40.95964753339506,1138.31,40,Male,$65053,$83571,2,Miscellaneous Fabricated Metal Products
677,8179,448793.71,54.87146472673921,1777.79,40,Male,$67226,$128174,3,"Tools, Parts, Supplies Manufacturing"
678,6564,162136.11,24.700808957952464,1044.53,63,Female,$29477,$56355,4,Cruise Lines
679,6139,172824.91,28.15196448933051,1000.42,57,Male,$34272,$39514,4,Steelworks
683,8604,407342.82,47.3434239888424,1450.88,61,Male,$51039,$0,5,Miscellaneous Metal Fabrication
684,5627,208778.53,37.10299093655589,1503.98,51,Male,$44170,$90049,7,Hospitals
688,12964,442205.45,34.11026303609997,741.36,44,Male,$47227,$151030,4,Airlines
692,10573,291314.02,27.55263595951953,1406.25,52,Female,$42701,$53696,4,Hospitals
696,11686,836710.25,71.59937104227281,1799.9,74,Female,$110570,$5700,8,"Furniture, Home Furnishings, and Equipment Stores"
697,4172,351029.23,84.13931687440076,1220.18,56,Female,$66230,$90248,3,Hospitals
699,11462,246369.08,21.494423311812945,1287.11,42,Male,$45475,$68358,3,Leather Goods
702,13088,823547.43,62.923856204156486,1509.35,46,Female,$71103,$136853,4,"Tools, Parts, Supplies Manufacturing"
704,20748,1635022.05,78.80383892423366,1757.61,51,Female,$112695,$35135,6,Legal Services and Attorneys
705,19930,1002986.14,50.32544606121425,1422.41,84,Female,$79870,$4031,2,Cruise Lines
706,7962,478426.16,60.088691283597086,1009.82,33,Female,$67589,$106072,2,Travel Agencies
708,8681,1094355.64,126.06331528625734,6820.2,63,Female,$249925,$202328,4,"Furniture, Home Furnishings, and Equipment Stores"
709,7386,246094.29,33.3190211210398,979.42,26,Female,$42931,$48783,3,Hospitals
711,11515,692874.07,60.17143465045592,993.35,39,Male,$40894,$51844,1,Hospitals
712,8207,291427.68,35.50964786158158,1270.85,74,Female,$29130,$8746,5,Airlines
714,9143,282741.15,30.924330088592367,928.15,61,Female,$73383,$155191,2,"Furniture, Home Furnishings, and Equipment Stores"
716,13883,524081.2,37.749852337391054,762.83,31,Male,$26511,$21869,6,Pottery and Ceramics
719,11255,467172.71,41.50801510439805,4199.33,53,Female,$50139,$109623,3,Cruise Lines
720,3684,128892.71,34.987163409337676,631.89,36,Female,$19800,$40038,3,Miscellaneous Metals
721,10697,254984.62,23.837021594839673,1171.06,39,Male,$38386,$74820,6,Coated and Laminated Products
723,9872,241510.25,24.464166329011345,883.06,59,Female,$35397,$55112,5,Steel Products Manufacturing
724,6359,307104.35,48.29444094983488,1305.9,45,Female,$35142,$107898,4,Steel Products Manufacturing
726,9838,212898.33,21.640407603171376,669.28,58,Male,$44924,$27297,3,Miscellaneous Fabricated Metal Products
727,10878,287503.31,26.429794999080713,938.84,44,Male,$40522,$81572,5,Miscellaneous Metal Fabrication
728,6967,241767.04,34.70174250035883,1186.5,30,Female,$33076,$50117,3,Hospitals
729,9357,354768.57,37.91477717217057,1202.45,80,Female,$24884,$1828,6,Pottery and Ceramics
731,3649,242214.37,66.37828720197314,1178.02,31,Male,$38193,$39874,3,Hospitals
732,6095,259993.16,42.65679409351928,886.76,60,Male,$39191,$43396,6,Miscellaneous Metals
733,14918,1028585.38,68.94928140501408,1542.77,36,Male,$53138,$153374,4,Cruise Lines
734,10714,168144.38,15.693893970505881,749.75,43,Female,$24917,$36101,2,Cruise Lines
737,15716,650315.73,41.37921417663527,1547.83,61,Female,$30359,$16552,2,Pottery and Ceramics
738,10812,757478.22,70.05902885682575,1491.2,57,Female,$63974,$131731,4,"Brick, Stone, and Related Materials"
742,8336,468318.43,56.18023392514395,5155.36,69,Female,$50753,$20226,4,Cruise Lines
743,5815,275132.68,47.31430438521066,1306.62,44,Female,$32491,$24515,3,Airlines
744,8504,317463.4,37.33106773283161,881.46,58,Female,$44699,$21685,5,Steelworks
746,12340,424506.78,34.400873581847655,966.97,63,Male,$30288,$42745,4,Steel Products Manufacturing
747,9609,254766.22,26.51329170569258,539.62,63,Male,$28828,$49793,4,Upholstery and Drapery Stores
748,6465,274541.73,42.46585150812065,1337.48,55,Male,$37534,$99840,3,Miscellaneous Metals
750,5274,214442.65,40.66034319302237,1216.77,61,Female,$30165,$36972,2,"Tools, Parts, Supplies Manufacturing"
751,7002,440276.01,62.87860754070266,1714.99,61,Female,$49677,$108399,4,Hospitals
752,6033,454798.53,75.38513674788663,1362.05,65,Female,$64829,$15537,3,Miscellaneous Metals
753,5868,200762.62,34.21312542603953,1043.61,53,Female,$31688,$66776,3,Travel Agencies
754,14995,702805.21,46.86930376792264,1746.89,76,Female,$32817,$27209,6,Cruise Lines
755,5653,186372.09,32.96870511232974,509.31,74,Female,$23137,$4871,5,Pottery and Ceramics
756,5481,443249.22,80.87013683634373,1833.4,66,Female,$59251,$29300,1,Steelworks
757,10909,586331.51,53.747502979191495,1687.41,62,Female,$46232,$68957,4,"Bolt, Nut, Screw, Rivet Manufacturing"
758,14294,215245.92,15.058480481320835,867.18,63,Male,$43180,$36832,5,Pottery and Ceramics
759,7184,358990.65,49.97085885300668,1354.31,60,Male,$74550,$37427,4,Travel Agencies
760,14207,496727.61,34.963582037024004,938.78,56,Female,$37558,$72514,3,Miscellaneous Metals
762,10241,414612.55,40.485553168635874,1087.12,49,Male,$37298,$52134,1,Travel Agencies
763,13173,1032707.08,78.39573977074318,1590.1,35,Male,$103126,$130160,1,Hospitals
764,8296,439241.38,52.946164416586306,683.29,77,Female,$31066,$20902,4,Hospitals
771,5553,275611.83,49.63296056185846,1415.88,44,Male,$38661,$88636,3,Hospitals
772,7028,183475.95,26.106424302788845,899.75,62,Female,$46075,$139335,3,Hospitals
773,10701,337572.7,31.54590225212597,1324.31,67,Male,$11029,$3225,3,Steel Products Manufacturing
774,7016,282349.13,40.243604618015965,1120.13,46,Male,$33395,$57774,2,Fabricated Structural Metal Products
776,9357,851987.43,91.05348188521963,4004.73,55,Male,$97455,$219213,2,Electronics Stores
779,17778,774311.12,43.554456069299135,1244.41,81,Female,$32669,$1433,5,"Furniture, Home Furnishings, and Equipment Stores"
780,7547,213145.18,28.242371803365575,521.72,74,Male,$58378,$73124,1,Railroad Passenger Transport
782,21320,672224.48,31.530228893058162,1575.93,51,Female,$37169,$93844,3,Cruise Lines
783,6266,227159.44,36.25270347909352,954.51,62,Male,$29769,$14542,3,Steelworks
789,8025,373232.71,46.50874890965732,1599.13,43,Female,$49788,$83932,3,Leather Goods
790,11863,403021.32,33.97296805192616,909.28,34,Female,$46361,$69620,2,Coated and Laminated Products
791,5992,277777.25,46.358019025367156,1447.63,78,Female,$39263,$24246,4,Airlines
793,7802,275534.57,35.31588951550884,2358.47,73,Female,$42593,$16083,2,Cruise Lines
794,2970,116375.64,39.18371717171717,563.02,49,Female,$29621,$0,3,Hospitals
795,16115,910387.76,56.493190195470056,1320.67,40,Female,$75918,$94579,2,Hospitals
797,6927,354425.06,51.16573697127183,3679.33,61,Female,$62005,$149968,9,Cruise Lines
798,5914,441374.91,74.6322133919513,1355.42,50,Female,$49076,$56547,4,Legal Services and Attorneys
799,5462,256895.48,47.033225924569756,1142.5,34,Female,$31525,$57818,2,"Brick, Stone, and Related Materials"
801,7186,231093.46,32.15884497634289,1287.34,82,Female,$23175,$1626,5,Travel Agencies
802,10868,553435.24,50.923375046006626,1289.57,35,Female,$59872,$95927,4,Miscellaneous Metal Fabrication
803,10648,247877.94,23.279295642374155,482.0,69,Female,$46487,$57336,3,"Lodging - Hotels, Motels, Resorts"
804,15616,465227.83,29.791741162909837,727.68,64,Male,$30252,$24172,5,Airlines
807,5926,255569.68,43.12684441444482,791.16,52,Female,$38487,$49725,3,Steelworks
808,9780,773098.14,79.04888957055215,1090.53,38,Female,$36045,$0,3,Travel Agencies
810,14565,612004.33,42.01883487813251,860.84,77,Female,$22540,$16946,6,Electronics Stores
811,12518,811059.55,64.79146429142035,1138.52,91,Female,$84694,$2149,7,Cleaning and Maintenance Services
814,12109,402742.87,33.259796019489634,1723.05,72,Male,$16302,$14408,4,"Tools, Parts, Supplies Manufacturing"
816,7400,300345.06,40.58717027027027,1382.51,56,Male,$36285,$67244,5,Steelworks
819,7994,284240.02,35.55667000250188,1067.78,55,Female,$37495,$28449,3,Hospitals
820,14145,652941.41,46.16058041710852,1068.61,70,Female,$41902,$29713,5,Hospitals
821,5202,156928.09,30.166876201460976,910.47,73,Male,$18015,$10463,2,"Tools, Parts, Supplies Manufacturing"
822,7226,246989.56,34.180675339053415,843.13,51,Female,$34540,$22641,5,Towing Services
823,6869,298055.35,43.391374290289704,879.29,41,Female,$41496,$9222,2,Leather Goods
825,11376,912398.3,80.20378867791842,1409.4,53,Female,$59696,$127613,5,"Brick, Stone, and Related Materials"
826,4125,287290.07,69.64607757575757,1479.57,67,Female,$57705,$22475,3,Travel Agencies
827,7416,301493.48,40.65446062567422,778.51,61,Female,$30984,$39222,4,Airlines
828,20404,571348.72,28.001799647128014,799.37,59,Female,$35906,$69819,3,Leather Goods
831,7493,328567.46,43.849921259842525,2447.88,36,Male,$37316,$37515,2,Cruise Lines
832,5727,470826.33,82.21168674698795,1784.75,40,Female,$50329,$76759,4,Cruise Lines
837,6917,238425.79,34.46953737169293,997.07,30,Male,$36092,$63276,1,Hospitals
839,4647,344179.54,74.06488917581235,1685.01,45,Female,$54384,$69717,3,Travel Agencies
840,15095,1956340.84,129.60191056641273,2505.91,68,Female,$88432,$63075,6,Wholesale Clubs
843,7064,298696.63,42.284347395243486,944.16,35,Male,$28325,$38658,6,Upholstery and Drapery Stores
844,2588,157185.33,60.7362171561051,1225.12,65,Male,$18149,$26672,2,Steel Products Manufacturing
845,10968,468480.76,42.71341721371262,2061.56,58,Male,$36710,$116794,5,Cruise Lines
846,19752,791712.41,40.0826453017416,1194.46,48,Female,$67761,$0,4,Legal Services and Attorneys
847,12213,665754.47,54.51195201834111,1285.5,81,Female,$27864,$1371,6,Cruise Lines
848,6614,469086.41,70.92325521620803,3109.13,51,Male,$68362,$96182,2,Cruise Lines
849,9335,217144.35,23.261312265666845,983.11,67,Female,$43828,$60231,3,Pottery and Ceramics
850,7310,239879.92,32.815310533515735,849.5,38,Female,$40087,$17392,2,"Brick, Stone, and Related Materials"
851,7078,288125.8,40.70723368183102,968.54,88,Female,$31399,$2528,4,Travel Agencies
852,21967,579880.65,26.39780807574999,673.96,35,Female,$40156,$70128,3,Airlines
855,9832,182063.77,18.51747050447518,761.32,51,Male,$22557,$63019,5,Hospitals
856,12859,1110181.44,86.33497472587293,1612.49,54,Male,$114318,$328089,3,Steel Products Manufacturing
858,16945,423266.81,24.978861611094718,914.26,47,Male,$30774,$51428,3,Steel Products Manufacturing
859,10231,411000.25,40.17205063043691,1120.18,51,Male,$32531,$78193,4,Travel Agencies
860,16081,833830.51,51.85190659784839,3102.02,55,Male,$62791,$193215,4,Cruise Lines
862,7579,227879.71,30.0672529357435,989.87,25,Female,$42883,$65917,3,Miscellaneous Metals
863,4191,165319.26,39.44625626342162,727.34,60,Female,$34406,$1636,3,"Brick, Stone, and Related Materials"
865,11837,750408.96,63.395198107628616,864.78,41,Male,$37786,$107692,5,Miscellaneous Metals
866,10031,467047.98,46.5604605722261,2996.42,34,Male,$61904,$125358,3,Cruise Lines
868,10493,619233.92,59.01400171542934,1162.9,78,Male,$31046,$11436,6,Upholstery and Drapery Stores
869,6357,248073.11,39.023613339625605,1229.66,73,Male,$34220,$0,5,Leather Goods
870,11527,494410.24,42.89149301639629,1478.2,63,Female,$71593,$132181,3,Fabricated Structural Metal Products
871,17341,534569.56,30.826916556138634,2107.07,86,Female,$22650,$0,6,Cruise Lines
872,15314,573749.66,37.465695442079145,1040.05,61,Female,$31505,$59730,4,Coated and Laminated Products
875,3392,162373.21,47.869460495283015,976.23,39,Male,$41907,$87163,4,Travel Agencies
876,7945,351213.36,44.20558338577722,1374.77,65,Male,$49817,$26928,2,Pottery and Ceramics
877,8919,531664.44,59.610319542549604,1248.95,36,Female,$34317,$61826,3,Hospitals
879,10760,317334.55,29.492058550185874,1140.67,54,Male,$22714,$27227,3,Steelworks
882,7950,261297.13,32.86756352201258,1469.03,63,Male,$36743,$71719,2,Pottery and Ceramics
883,2386,175043.54,73.36275775356245,975.41,33,Male,$54333,$103224,1,Steel Products Manufacturing
884,14092,528465.16,37.50107578768095,768.16,75,Male,$42812,$22171,4,Miscellaneous Metals
885,11003,167996.75,15.268267745160411,849.23,36,Male,$28334,$0,3,Steel Products Manufacturing
888,4662,268236.4,57.53676533676534,1164.73,53,Male,$33566,$96597,1,Steelworks
890,8219,356000.11,43.314285192845844,904.49,37,Female,$52181,$26792,2,Hospitals
891,13738,398629.47,29.016557723103798,747.36,38,Female,$34854,$40722,5,Miscellaneous Metal Fabrication
895,8604,335498.55,38.993322873082285,1281.2,46,Female,$31632,$76538,3,Travel Agencies
897,2527,55965.77,22.147119113573407,773.0,30,Female,$26996,$33332,2,Leather Goods
898,7871,194726.63,24.739757337060094,592.19,90,Female,$19893,$1712,3,Hospitals
900,7968,311680.07,39.11647464859438,1554.84,36,Male,$32896,$69800,2,Leather Goods
901,7412,269638.89,36.3786953588775,1276.61,48,Male,$36671,$39882,3,"Tools, Parts, Supplies Manufacturing"
905,11244,794515.41,70.6612780149413,3070.87,69,Male,$96901,$182809,5,Electronics Stores
906,8903,351660.07,39.49905312815905,1484.95,75,Male,$21154,$5764,6,Cruise Lines
908,8871,373948.8,42.15407507609063,2169.36,62,Male,$46256,$106753,3,Cruise Lines
909,43381,927496.96,21.380257716511835,1857.46,38,Male,$49023,$66148,5,Cruise Lines
912,11650,349001.1,29.957175965665233,1419.76,46,Male,$47395,$41381,2,Cruise Lines
913,4002,153680.29,38.400872063968016,935.54,56,Male,$28476,$0,3,"Tools, Parts, Supplies Manufacturing"
914,14562,348786.77,23.951845213569566,2263.61,38,Male,$46160,$87459,4,Cruise Lines
917,5698,241927.76,42.45836433836434,1210.79,58,Male,$40900,$64420,3,Cruise Lines
918,8898,331721.18,37.28042031917285,1050.99,43,Female,$29194,$10895,2,Steelworks
920,6350,140134.36,22.068403149606297,493.0,41,Female,$28704,$103891,2,Welding Repair
921,15316,955708.69,62.39936602246017,888.16,74,Male,$54013,$3628,8,Hospitals
924,5939,244896.51,41.23531065835999,1037.05,48,Female,$40392,$52417,1,Steelworks
928,7468,253306.99,33.91898634172469,1434.28,59,Female,$32347,$82667,7,Hospitals
931,8022,397087.2,49.4997756170531,1618.85,34,Male,$69270,$97114,1,Coated and Laminated Products
932,13696,643919.44,47.01514602803738,1098.36,67,Male,$34172,$71366,6,Fabricated Structural Metal Products
933,8498,246864.84,29.04975759002118,973.67,50,Male,$43290,$90238,4,Miscellaneous Metals
938,10575,528268.76,49.9544926713948,1398.12,28,Female,$50934,$54406,3,Floor Covering Stores
939,5804,293617.67,50.588847346657474,1678.25,80,Female,$34819,$2971,2,Cruise Lines
940,11057,372808.23,33.716942208555665,2420.11,49,Female,$41800,$67836,6,Cruise Lines
942,12154,644342.24,53.01482968570018,990.67,37,Male,$59139,$128870,4,Hospitals
944,10401,1077097.24,103.5570848956831,2124.26,58,Male,$119308,$89328,6,Airlines
946,12334,329756.4,26.73556023998703,1118.5,48,Male,$39733,$79302,4,Leather Goods
947,14458,710707.63,49.15670424678379,840.63,63,Male,$34637,$12623,4,Cruise Lines
948,7664,295124.86,38.50794102296451,597.36,53,Female,$37119,$55010,5,Legal Services and Attorneys
949,9925,588240.05,59.26851889168766,879.39,29,Female,$63684,$96864,5,Steel Products Manufacturing
951,12369,269882.44,21.81926105586547,478.0,57,Female,$26664,$12241,4,Computer Network Services
952,8986,800417.79,89.07386935232584,2139.34,29,Male,$126775,$28869,2,Wholesale Clubs
954,20047,907619.86,45.27459769541577,529.88,51,Male,$37963,$102716,4,Miscellaneous Metals
955,1997,61741.49,30.91712068102153,703.04,33,Male,$33944,$53353,4,Pottery and Ceramics
